Остатки по КТ по размерам;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Артикул продавца;Название;Артикул WB;Предмет;Бренд;Размер;Регион;Склад;Доступность;Заказали, шт;Заказали на сумму, ₽;Выкупили, шт;Выкупили на сумму, ₽;Процент выкупа;Заказы в среднем за февраль, шт;Заказы в среднем за март, шт;Общее среднее кол-во заказов, шт;Остатки на текущий день, шт;Стоимость остатков на текущий день, ₽;Остатки впервые зафиксированы на складе WB;Оборачиваемость текущих остатков;Оборачиваемость средних остатков;В пути к покупателю, шт;В пути от покупателя, шт;Текущая цена с учетом скидок, ₽;Время отсутствия товара на складе;Упущенные заказы, шт;Сумма упущенных заказов, ₽;Упущенные выкупы, шт;Сумма упущенных выкупов, ₽
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Коледино;Дефицит;12;9474;6;4794;67;0,33;0,55;0,45;1;742;> 180 дней назад;10ч;14ч;0;0;742;25д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Тула;Дефицит;9;6849;6;4566;86;0,28;0,36;0,32;0;0;> 180 дней назад;0ч;18ч;1;0;742;26д 18ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Электросталь;Дефицит;9;6906;4;3082;67;0,06;0,73;0,42;0;0;> 180 дней назад;0ч;16ч;0;0;742;27д 14ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Воронеж WB;Дефицит;4;3139;4;3139;100;0,11;0,18;0,15;0;0;> 180 дней назад;0ч;1д 5ч;0;0;742;27д 9ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Казань;Дефицит;4;3196;3;2397;100;0,17;0,09;0,13;0;0;> 180 дней назад;0ч;1д 2ч;0;0;742;27д 0ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Новосемейкино;Дефицит;4;2968;3;2226;100;0,06;0,27;0,17;0;0;> 180 дней назад;0ч;11ч;1;0;742;27д 9ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Южный + Северо-Кавказский;Невинномысск;Дефицит;2;1597;1;799;100;0,11;0;0,05;0;0;> 180 дней назад;0ч;19д 8ч;0;0;742;24д 9ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Дальневосточный + Сибирский;Владивосток WB;Дефицит;1;799;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;742;27д 20ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Южный + Северо-Кавказский;Волгоград;Дефицит;1;742;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;742;28д 0ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Котовск;Дефицит;1;742;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;742;27д 20ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Южный + Северо-Кавказский;Краснодар;Дефицит;1;685;0;0;0;0,06;0;0,03;0;0;> 180 дней назад;0ч;>999д;0;0;742;28д 17ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Пенза WB;Дефицит;1;742;1;742;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;3д 1ч;0;0;742;28д 12ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Рязань (Тюшевское);Дефицит;1;685;1;685;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;1ч;0;0;742;28д 23ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;1;799;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;742;28д 5ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Дальневосточный + Сибирский;Артём;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;48;6;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Софьино;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Чебоксары 2;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Владимир WB;Дефицит;73;54736;56;41780;85;2,72;2,18;2,43;21;15580;> 180 дней назад;5д 14ч;6д 12ч;2;0;742;12д 12ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Сарапул WB;Дефицит;45;35670;36;28650;88;2,11;0,64;1,31;1;742;> 180 дней назад;13ч;12д 0ч;1;0;742;7д 1ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Казань;Дефицит;28;22087;21;16779;95;0,33;2;1,23;19;14096;> 180 дней назад;9д 3ч;17д 23ч;0;0;742;16д 3ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Уральский;Екатеринбург - Перспективная 14;Дефицит;23;18036;15;11871;79;0,67;1;0,85;27;20032;> 180 дней назад;33д 0ч;56д 11ч;0;0;742;6д 19ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Коледино;Дефицит;8;6221;5;3995;63;0,39;0,09;0,23;0;0;> 180 дней назад;0ч;14ч;0;0;742;26д 23ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Электросталь;Дефицит;7;5251;6;4566;86;0,28;0,18;0,23;0;0;> 180 дней назад;0ч;15ч;0;0;742;25д 13ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Тула;Дефицит;4;3139;4;3139;100;0,17;0,09;0,13;0;0;> 180 дней назад;0ч;2д 1ч;0;0;742;26д 12ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Казахстан;Астана Карагандинское шоссе;Дефицит;2;1540;1;799;100;0,06;0,09;0,07;1;742;> 180 дней назад;1д 22ч;7д 17ч;0;0;742;25д 3ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Краснодар;Дефицит;2;1484;1;799;50;0,11;0;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;26д 20ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Новосемейкино;Дефицит;2;1541;2;1541;100;0;0,18;0,1;43;31902;> 180 дней назад;249д 23ч;633д 21ч;0;0;742;17д 9ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Котовск;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;4ч;0;0;742;28д 22ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Рязань (Тюшевское);Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;16ч;0;0;742;28д 18ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Невинномысск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;17;5;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Пенза WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Уральский;Екатеринбург - Перспективная 14;Дефицит;42;33559;36;28764;86;2,33;0;1,07;0;0;> 180 дней назад;0ч;6д 12ч;0;0;742;17д 17ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Владимир WB;Дефицит;30;22488;11;8048;73;0,44;2;1,29;19;14096;> 180 дней назад;9д 22ч;31д 7ч;4;0;742;17д 12ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Тула;Дефицит;5;3995;3;2397;60;0,22;0,09;0,15;0;0;> 180 дней назад;0ч;12ч;0;0;742;27д 19ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Приволжский;Казань;Дефицит;2;1541;1;799;100;0,06;0,09;0,07;0;0;> 180 дней назад;0ч;1д 16ч;0;0;742;26д 18ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Коледино;Дефицит;2;1598;1;799;100;0,06;0,09;0,07;1;742;> 180 дней назад;22ч;2д 8ч;0;0;742;27д 4ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Южный + Северо-Кавказский;Краснодар;Дефицит;2;1598;2;1598;100;0,11;0;0,05;0;0;> 180 дней назад;0ч;21д 16ч;0;0;742;28д 13ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Казахстан;Астана Карагандинское шоссе;Дефицит;1;799;1;799;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;23д 15ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Воронеж WB;Дефицит;1;685;1;685;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;5ч;0;0;742;28д 19ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Приволжский;Сарапул WB;Дефицит;1;799;0;0;0;0,06;0;0,03;0;0;> 180 дней назад;0ч;>999д;0;0;742;28д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Электросталь;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;25д 21ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Внуково;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Истра WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Приволжский;Новосемейкино;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Дальневосточный + Сибирский;Новосибирск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Дальневосточный + Сибирский;Омск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;11;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Владимир WB;Дефицит;22;17065;14;10958;74;0,89;0,55;0,7;26;19290;> 180 дней назад;46д 12ч;43д 4ч;3;0;742;0ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Уральский;Екатеринбург - Перспективная 14;Дефицит;14;10845;5;3882;42;0,5;0,45;0,48;4;2968;> 180 дней назад;19д 21ч;41д 21ч;0;0;742;0ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Приволжский;Сарапул WB;Дефицит;10;7876;6;4794;86;0,28;0,45;0,37;0;0;> 180 дней назад;0ч;14д 13ч;0;0;742;4д 6ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Коледино;Дефицит;4;3082;2;1484;50;0,17;0,09;0,13;0;0;> 180 дней назад;0ч;1д 14ч;0;0;742;27д 10ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Тула;Дефицит;4;3196;4;3196;100;0,17;0,09;0,13;0;0;> 180 дней назад;0ч;4д 2ч;0;0;742;25д 10ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Электросталь;Дефицит;2;1598;2;1598;100;0,11;0;0,05;0;0;> 180 дней назад;0ч;17ч;0;0;742;28д 5ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Приволжский;Новосемейкино;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;23д 14ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Приволжский;Пенза WB;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;21д 7ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Воронеж WB;Дефицит;0;0;0;0;0;0;0;0;1;742;> 180 дней назад;>999д;>999д;0;0;742;25д 12ч;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Приволжский;Казань;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Обухово;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;3;0;742;Отсутствовал весь период;0;0;0;0
6-285-4ЖН. Тапочки шампань;Тапочки домашние закрытые для дома;151775828;Тапочки;Мех ОРЕТЕКС;34-35;Северо-Западный;Сыктывкар;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Владимир WB;Дефицит;453;330696;385;277848;89;17,33;12,82;14,89;0;0;> 180 дней назад;0ч;8д 9ч;0;0;742;3д 6ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Уральский;Екатеринбург - Перспективная 14;Дефицит;150;112767;123;91878;90;5,28;5;5,13;0;0;> 180 дней назад;0ч;5д 18ч;3;0;742;6д 23ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Сарапул WB;Дефицит;128;94218;104;75783;90;4,61;4,09;4,33;0;0;> 180 дней назад;0ч;7д 8ч;2;0;742;5д 17ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Казань;Дефицит;97;74541;58;45259;94;1,17;6,91;4,27;8;5935;> 180 дней назад;1д 6ч;8д 6ч;14;0;742;14д 14ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;53;36807;33;23225;85;0,83;3,45;2,25;15;11129;> 180 дней назад;5д 5ч;8д 21ч;4;0;742;13д 12ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Невинномысск;Дефицит;40;31277;30;23628;91;0,06;3,55;1,94;12;8903;> 180 дней назад;3д 20ч;11д 7ч;1;0;742;17д 8ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Новосемейкино;Дефицит;37;28309;16;12613;84;0,22;3;1,72;20;14838;> 180 дней назад;8д 6ч;29д 22ч;8;0;742;16д 4ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Коледино;Дефицит;22;17122;12;9474;71;0,5;1,18;0,87;0;0;> 180 дней назад;0ч;6ч;1;0;742;25д 18ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Тула;Дефицит;14;11015;11;8732;85;0,33;0,73;0,55;0;0;> 180 дней назад;0ч;9ч;0;0;742;26д 13ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Электросталь;Дефицит;14;10730;9;7020;100;0,28;0,82;0,57;0;0;> 180 дней назад;13ч;6ч;0;4;742;27д 1ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Краснодар;Дефицит;5;3881;1;799;25;0,06;0,36;0,22;1;742;> 180 дней назад;5д 23ч;10д 21ч;0;1;742;25д 7ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Рязань (Тюшевское);Дефицит;3;2397;3;2397;100;0,17;0;0,08;0;0;> 180 дней назад;0ч;7ч;0;0;742;28д 6ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Белая дача;Дефицит;2;1598;1;799;50;0,11;0;0,05;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Воронеж WB;Дефицит;2;1541;1;742;100;0;0,18;0,1;0;0;> 180 дней назад;0ч;22ч;0;0;742;28д 12ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Котовск;Дефицит;2;1541;1;799;100;0,06;0,09;0,07;1;742;> 180 дней назад;3ч;6ч;0;0;742;28д 19ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Дальневосточный + Сибирский;Новосибирск;Дефицит;2;1483;0;0;0;0;0,18;0,1;0;0;> 180 дней назад;0ч;>999д;0;0;742;28д 20ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Пенза WB;Дефицит;2;1541;1;742;50;0;0,18;0,1;0;0;> 180 дней назад;0ч;12ч;0;0;742;28д 22ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Казахстан;Астана Карагандинское шоссе;Дефицит;1;743;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;742;28д 20ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Волгоград;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;10ч;0;0;742;28д 14ч;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Радумля 1;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Белые Столбы;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Вёшки;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;0;0;0;0
MoSlippersPink;Тапочки домашние закрытые для дома;94828944;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Истра WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;0;0;0;0
