Остатки по КТ по размерам;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Артикул продавца;Название;Артикул WB;Предмет;Бренд;Размер;Регион;Склад;Доступность;Заказали, шт;Заказали на сумму, ₽;Выкупили, шт;Выкупили на сумму, ₽;Процент выкупа;Заказы в среднем за февраль, шт;Заказы в среднем за март, шт;Общее среднее кол-во заказов, шт;Остатки на текущий день, шт;Стоимость остатков на текущий день, ₽;Остатки впервые зафиксированы на складе WB;Оборачиваемость текущих остатков;Оборачиваемость средних остатков;В пути к покупателю, шт;В пути от покупателя, шт;Текущая цена с учетом скидок, ₽;Время отсутствия товара на складе;Упущенные заказы, шт;Сумма упущенных заказов, ₽;Упущенные выкупы, шт;Сумма упущенных выкупов, ₽
2-370-H1161. Жилет. Возвратное. Серый;Жилетка утепленная меховая безрукавка шерсть;390408364;Жилеты;Мех ОРЕТЕКС;60-62;Приволжский;Новосемейкино;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;2415;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
2-370-H1161. Жилет. Возвратное. Серый;Жилетка утепленная меховая безрукавка шерсть;390408364;Жилеты;Мех ОРЕТЕКС;60-62;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;1;1;2415;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
2-370-H1161. Жилет. Возвратное. Серый;Жилетка утепленная меховая безрукавка шерсть;390408364;Жилеты;Мех ОРЕТЕКС;60-62;Армения;СЦ Ереван Арташисян 106;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;2415;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Владимир WB;Дефицит;76;59926;58;46114;88;3,28;1,55;2,34;84;62320;> 180 дней назад;31д 9ч;23д 9ч;3;0;742;4д 2ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;27;21345;22;17521;88;1,17;0,55;0,83;55;40805;> 180 дней назад;57д 5ч;47д 5ч;0;0;742;4д 7ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Уральский;Екатеринбург - Перспективная 14;Дефицит;20;15866;15;11985;88;0,78;0,55;0,65;23;17064;> 180 дней назад;29д 3ч;46д 13ч;1;0;742;6д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Приволжский;Сарапул WB;Дефицит;13;10216;11;8732;100;0,56;0,27;0,4;67;49708;> 180 дней назад;113д 0ч;117д 15ч;0;0;742;7д 2ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Тула;Дефицит;3;2397;3;2397;100;0,17;0;0,08;0;0;> 180 дней назад;0ч;13ч;0;0;742;28д 3ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Коледино;Дефицит;2;1598;2;1598;100;0;0,18;0,1;0;0;> 180 дней назад;0ч;1д 20ч;0;0;742;27д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Электросталь;Дефицит;2;1541;1;799;100;0,06;0,09;0,07;0;0;> 180 дней назад;0ч;3д 10ч;0;0;742;27д 22ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Приволжский;Пенза WB;Дефицит;1;799;1;799;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;25д 11ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Южный + Северо-Кавказский;Волгоград;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Дальневосточный + Сибирский;Новокузнецк WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Приволжский;Новосемейкино;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Дальневосточный + Сибирский;Новосибирск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;12;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Дальневосточный + Сибирский;СЦ Барнаул;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;44-45;Дальневосточный + Сибирский;склад продавца Иркутск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Владимир WB;Дефицит;75;59298;60;47712;90;3,28;1,45;2,29;105;77901;> 180 дней назад;41д 20ч;31д 21ч;2;1;742;2д 12ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Сарапул WB;Дефицит;22;17407;21;16665;100;1,06;0,27;0,63;68;50450;> 180 дней назад;69д 0ч;71д 5ч;0;0;742;6д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;15;11985;12;9588;86;0,78;0,09;0,41;30;22257;> 180 дней назад;57д 16ч;77д 11ч;0;0;742;4д 7ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Уральский;Екатеринбург - Перспективная 14;Дефицит;10;7706;5;3938;100;0;0,91;0,49;35;25967;> 180 дней назад;37д 17ч;113д 20ч;0;0;742;18д 5ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Приволжский;Казань;Дефицит;4;3082;3;2340;100;0,11;0,18;0,15;42;31160;> 180 дней назад;135д 0ч;309д 8ч;0;0;742;16д 3ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Тула;Дефицит;4;3139;3;2397;100;0,17;0,09;0,13;0;0;> 180 дней назад;0ч;19ч;0;0;742;26д 19ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Коледино;Дефицит;3;2397;2;1598;100;0,06;0,18;0,12;0;0;> 180 дней назад;2д 2ч;15д 7ч;0;1;742;22д 19ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Невинномысск;Дефицит;3;2283;1;799;100;0;0,27;0,15;42;31160;> 180 дней назад;148д 8ч;419д 17ч;0;0;742;18д 10ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Волгоград;Дефицит;2;1598;2;1598;100;0,11;0;0,05;0;0;> 180 дней назад;0ч;3д 11ч;0;0;742;25д 4ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Южный + Северо-Кавказский;Краснодар;Дефицит;1;742;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;742;25д 10ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Казахстан;Астана Карагандинское шоссе;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;15;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;42-43;Центральный;Электросталь;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Коледино;Дефицит;2;1598;2;1598;100;0,11;0;0,05;0;0;> 180 дней назад;0ч;7ч;0;0;742;28д 10ч;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Владимир WB;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;28д 22ч;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Краснодар;Дефицит;1;799;0;0;0;0,06;0;0,03;0;0;> 180 дней назад;0ч;>999д;0;0;742;28д 21ч;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Новосемейкино;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;27д 11ч;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Сарапул WB;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;0ч;29д 0ч;0;0;742;28д 13ч;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Электросталь;Дефицит;1;799;1;799;100;0,06;0;0,03;0;0;> 180 дней назад;8ч;4ч;1;2;742;28д 20ч;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Уральский;Екатеринбург - Перспективная 14;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Приволжский;Казань;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;2;0;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Котовск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Невинномысск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Дальневосточный + Сибирский;Новосибирск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;1;1;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Подольск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Рязань (Тюшевское);Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Армения;СЦ Ереван Арташисян 106;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;38-39;Центральный;Тула;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;20.18;14972.7;17.3;12833.75
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Коледино;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;34-35;Центральный;Электросталь;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;36-37;Уральский;Екатеринбург - Испытателей 14г;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;36-37;Приволжский;Казань;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Коледино;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;36-37;Центральный;Электросталь;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;2;742;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Владимир WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Воронеж WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Уральский;Екатеринбург - Перспективная 14;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Приволжский;Казань;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Коледино;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;0;1;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Котовск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Южный + Северо-Кавказский;Краснодар;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Южный + Северо-Кавказский;Невинномысск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Дальневосточный + Сибирский;Новосибирск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;2;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Приволжский;Сарапул WB;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Северо-Западный;Склад СПБ Шушары Московское;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Тула;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;0;0;742;Отсутствовал весь период;0;0;0;0
6-25MoSlippers1Blue;Тапочки домашние закрытые для дома;73568665;Тапочки;Мех ОРЕТЕКС;40-41;Центральный;Электросталь;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;>999д;0;0;742;28д 20ч;0;0;0;0
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Центральный;Владимир WB;Дефицит;126;98209;104;80086;89;5,5;2,45;3,85;49;43385;> 180 дней назад;9д 18ч;14д 16ч;1;0;885;6д 17ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Уральский;Екатеринбург - Перспективная 14;Дефицит;42;39381;33;31133;92;1,28;1,73;1,52;31;27447;> 180 дней назад;18д 0ч;37д 15ч;2;0;885;6д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Приволжский;Сарапул WB;Дефицит;33;31178;24;22838;86;1,22;1;1,1;2;1771;> 180 дней назад;1д 14ч;14д 18ч;0;0;885;6д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Центральный;Коледино;Дефицит;4;3634;1;885;50;0,06;0,27;0,17;0;0;> 180 дней назад;0ч;5д 2ч;1;0;885;25д 1ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Центральный;Тула;Дефицит;3;2796;2;1911;100;0,06;0,18;0,12;0;0;> 180 дней назад;0ч;4д 12ч;0;0;885;26д 8ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Центральный;Рязань (Тюшевское);Дефицит;2;1864;1;979;100;0,06;0,09;0,07;1;885;> 180 дней назад;1д 6ч;1д 23ч;0;0;885;26д 12ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Центральный;Электросталь;Дефицит;2;1911;2;1911;100;0,11;0;0,05;0;0;> 180 дней назад;0ч;6ч;0;0;885;28д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Казахстан;Астана Карагандинское шоссе;Дефицит;1;885;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;1;0;885;28д 19ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Волгоград;Дефицит;1;932;1;932;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;29д 0ч;0;0;885;25д 13ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Центральный;Котовск;Дефицит;1;885;1;885;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;20ч;0;0;885;28д 20ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Приволжский;Новосемейкино;Дефицит;1;932;0;0;0;0;0,09;0,05;0;0;> 180 дней назад;0ч;>999д;0;0;885;28д 16ч;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Центральный;Смоленск 2;Дефицит;1;885;1;885;100;0;0,09;0,05;0;0;> 180 дней назад;0ч;0ч;0;0;885;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Южный + Северо-Кавказский;Краснодар;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;885;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Центральный;Остальные;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;>999д;0ч;18;4;885;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
6-833-4-Чуни-Женские-Шампань;Тапочки домашние закрытые чуни;155314317;Тапочки;МЕХ ОРЕТЕКС;38-39;Дальневосточный + Сибирский;СЦ Хабаровск;Дефицит;0;0;0;0;0;0;0;0;0;0;> 180 дней назад;0ч;0ч;1;0;885;Отсутствовал весь период;Не рассчитано;Не рассчитано;Не рассчитано;Не рассчитано
